device,n_head_stages,head_width,params,params_M,memory_MiB,vram_GiB,vram_limit_mib,min,max,median,mean,std,dnf_reason,dnf_message
AMD Radeon(TM) Graphics,262144,128,21978674288,21978.674288,85131.99526977539,,512.0,,,,,,oom,pre-run: model size >= 512 MiB (est. 85132 MiB)
AMD Radeon(TM) Graphics,524288,128,43956827248,43956.827248,170261.9952697754,,512.0,,,,,,oom,pre-run: model size >= 512 MiB (est. 170262 MiB)
AMD Radeon(TM) Graphics,1048576,128,87913133168,87913.133168,340521.9952697754,,512.0,,,,,,oom,pre-run: model size >= 512 MiB (est. 340522 MiB)
AMD Radeon(TM) Graphics,0,256,575088,0.575088,2.205230712890625,0.0,512.0,101.92310000275029,102.37539999798173,102.18354999960866,102.16341999985161,0.145239875274132,,
AMD Radeon(TM) Graphics,1,256,906608,0.906608,3.4796829223632812,0.0,512.0,106.84279999986757,107.46310000104131,107.30874999717344,107.23522000043886,0.19271590384583745,,
AMD Radeon(TM) Graphics,2,256,1238128,1.238128,4.7541351318359375,0.0,512.0,112.51679999986663,113.14519999723416,112.65959999946062,112.70312999913585,0.1701383382947758,,
AMD Radeon(TM) Graphics,4,256,1901168,1.901168,7.30303955078125,0.0,512.0,121.4140000010957,121.88740000419784,121.59139999857871,121.61578999948688,0.11619580419102381,,
AMD Radeon(TM) Graphics,8,256,3227248,3.227248,12.400848388671875,0.0,512.0,137.5800000023446,137.9728999963845,137.716500001261,137.7443500001391,0.1128786704507459,,
AMD Radeon(TM) Graphics,16,256,5879408,5.879408,22.596466064453125,0.0,512.0,168.72699999657925,169.3297000019811,168.99794999699225,169.02181999830646,0.19522840037768438,,
AMD Radeon(TM) Graphics,32,256,11183728,11.183728,42.987701416015625,0.0,512.0,247.24609999975655,248.04199999925913,247.6443499981542,247.634279999329,0.2529803943248588,,
AMD Radeon(TM) Graphics,64,256,21792368,21.792368,83.77017211914062,0.0,512.0,395.58840000245254,401.2538000024506,398.9451499983261,398.17507000116166,1.8246965732667266,,
AMD Radeon(TM) Graphics,128,256,43009648,43.009648,165.33511352539062,0.0,512.0,688.990399998147,697.2741999998107,693.6887000010756,693.0360200007271,3.0276712392462106,,
AMD Radeon(TM) Graphics,256,256,85444208,85.444208,328.4649963378906,,512.0,,,,,,time,run took 1594.09 ms (> 1000 ms)
AMD Radeon(TM) Graphics,512,256,170313328,170.313328,654.7247619628906,,512.0,,,,,,oom,pre-run: model size >= 512 MiB (est. 655 MiB)
AMD Radeon(TM) Graphics,1024,256,340051568,340.051568,1307.2442932128906,,512.0,,,,,,oom,pre-run: model size >= 512 MiB (est. 1307 MiB)
